id,free_text,expected_response,rule_types_names
VultureD3Q1,"An instance of Hawk Analysis needs to be created, dealing with the flight characteristics of a hawk. The severity of this analysis is just, um, three. However, the beak sharpness is much more severe, let's say something like six. The flight altitude of the hawk is Medium, and the vision acuity of the bird is average.","{
    ""ruleInstanceName"": ""hawk analysis"",
    ""severity"": ""3"",
    ""Scavenging efficiency"": ""null"",
    ""Flight altitude"": ""medium"",
    ""Beak sharpness"": ""6"",
    ""Vision acuity"": ""average"",
    ""Wing span"": ""120"",
    ""Thermal riding skill"": ""novice"",
    ""Bone digestion"": ""75"",
    ""Feather maintenance"": ""good""
}",Vulture
VultureD3Q2,"We need to make an instance of Bird Analysis - Hawk, dealing with the type of bird Hawk. The severity of the event is three. The scavenging efficiency has not been provided, but it's not a compulsory parameter. The bird flies at a medium altitude. The sharpness of the beak is, um, six. The vision acuity of the bird is average, not so sharp. The wing span of the bird is a whopping one hundred and twenty. The bird is a novice when it comes to thermal riding skills. Moreover, the bone digestion of the bird is seventy five. And finally, the feather maintenance of the bird is good.","{
    ""ruleInstanceName"": ""hawk analysis"",
    ""severity"": ""3"",
    ""Scavenging efficiency"": ""null"",
    ""Flight altitude"": ""medium"",
    ""Beak sharpness"": ""6"",
    ""Vision acuity"": ""average"",
    ""Wing span"": ""120"",
    ""Thermal riding skill"": ""novice"",
    ""Bone digestion"": ""75"",
    ""Feather maintenance"": ""good""
}",Vulture
VultureD3Q3,"An instance of Bird Analysis - Hawk needs to be created, dealing with the bird type Hawk. The bird's beak sharpness is just, um, six. However, the bird's bone digestion is much more impressive, let's say something like seventy-five. The flight altitude of the bird is medium, and the severity of the bird's condition is three.","{
    ""ruleInstanceName"": ""hawk analysis"",
    ""severity"": ""3"",
    ""Scavenging efficiency"": ""null"",
    ""Flight altitude"": ""medium"",
    ""Beak sharpness"": ""6"",
    ""Vision acuity"": ""average"",
    ""Wing span"": ""120"",
    ""Thermal riding skill"": ""novice"",
    ""Bone digestion"": ""75"",
    ""Feather maintenance"": ""good""
}",Vulture
VultureD3Q4,"I need to create an instance named Hawk Analysis, dealing with a bird of prey known as a hawk. It has a severity of three. The scavenging efficiency of the hawk is unknown. The flight altitude of the hawk is medium. Its beak sharpness is around six. The vision acuity of the hawk is just average. The wingspan of the hawk is one hundred and twenty. The thermal riding skill of the hawk is at a novice level. The bone digestion of the hawk is roughly seventy-five. The feather maintenance of the hawk is pretty good.","{
    ""ruleInstanceName"": ""hawk analysis"",
    ""severity"": ""3"",
    ""Scavenging efficiency"": ""null"",
    ""Flight altitude"": ""medium"",
    ""Beak sharpness"": ""6"",
    ""Vision acuity"": ""average"",
    ""Wing span"": ""120"",
    ""Thermal riding skill"": ""novice"",
    ""Bone digestion"": ""75"",
    ""Feather maintenance"": ""good""
}",Vulture
VultureD3Q5,"An instance of Hawk Analysis needs to be created, dealing with the analysis of a hawk. The severity of analysis is three. The scavenging efficiency of the hawk is, well, unknown. However, the flight altitude is medium, let's say. The beak sharpness of the hawk is just about six. The vision acuity is average, while the wing span measures around one hundred and twenty. The thermal riding skill of the hawk is novice, and the bone digestion is about seventy five. The feather maintenance of the hawk is good, by the way.","{
    ""ruleInstanceName"": ""hawk analysis"",
    ""severity"": ""3"",
    ""Scavenging efficiency"": ""null"",
    ""Flight altitude"": ""medium"",
    ""Beak sharpness"": ""6"",
    ""Vision acuity"": ""average"",
    ""Wing span"": ""120"",
    ""Thermal riding skill"": ""novice"",
    ""Bone digestion"": ""75"",
    ""Feather maintenance"": ""good""
}",Vulture
VultureD4Q1,"An instance of Bird Review - Owl Examination needs to be created. Let's talk about the scavenging efficiency, it's at sixty percent and the flight altitude is pretty low. The beak sharpness, um, that's a five and the wing span is about one hundred and fifty. The thermal riding skill of this owl is intermediate, and bone digestion is sixty-five. We don't have a report on vision acuity, but the feather maintenance is just average. However, the severity of this review is one.","{
    ""ruleInstanceName"": ""owl examination"",
    ""severity"": ""1"",
    ""Scavenging efficiency"": ""60"",
    ""Flight altitude"": ""low"",
    ""Beak sharpness"": ""5"",
    ""Vision acuity"": ""null"",
    ""Wing span"": ""150"",
    ""Thermal riding skill"": ""intermediate"",
    ""Bone digestion"": ""65"",
    ""Feather maintenance"": ""average""
}",Vulture
VultureD4Q2,"An instance of Owl Examination needs to be created, dealing with the specifics of the bird. The scavenging efficiency of the bird was around, um, sixty. However, the beak sharpness was much more noticeable, let's say something like five. The flight altitude of the owl is low, and the severity of the examination is one.","{
    ""ruleInstanceName"": ""owl examination"",
    ""severity"": ""1"",
    ""Scavenging efficiency"": ""60"",
    ""Flight altitude"": ""low"",
    ""Beak sharpness"": ""5"",
    ""Vision acuity"": ""null"",
    ""Wing span"": ""150"",
    ""Thermal riding skill"": ""intermediate"",
    ""Bone digestion"": ""65"",
    ""Feather maintenance"": ""average""
}",Vulture
VultureD4Q3,"An instance of Owl Examination needs to be created, dealing with the severity of just one. The scavenging efficiency is, um, sixty. However, the beak sharpness is much more, let's say something like five. The flight altitude is low, and the wing span is one hundred and fifty. The thermal riding skill is intermediate and the bone digestion is sixty-five. The feather maintenance is average.","{
    ""ruleInstanceName"": ""owl examination"",
    ""severity"": ""1"",
    ""Scavenging efficiency"": ""60"",
    ""Flight altitude"": ""low"",
    ""Beak sharpness"": ""5"",
    ""Vision acuity"": ""null"",
    ""Wing span"": ""150"",
    ""Thermal riding skill"": ""intermediate"",
    ""Bone digestion"": ""65"",
    ""Feather maintenance"": ""average""
}",Vulture
VultureD4Q4,"An instance of Owl Examination needs to be created, dealing with the bird type owl. The scavenging efficiency of the bird was something around sixty. The flight altitude is just low and the beak sharpness is five. The location of the flight isn't specified, and the severity of the examination is one. The wing span of the bird is, uh, hundred fifty and the thermal riding skill is intermediate. The bird's bone digestion is around sixty-five and feather maintenance is average.","{
    ""ruleInstanceName"": ""owl examination"",
    ""severity"": ""1"",
    ""Scavenging efficiency"": ""60"",
    ""Flight altitude"": ""low"",
    ""Beak sharpness"": ""5"",
    ""Vision acuity"": ""null"",
    ""Wing span"": ""150"",
    ""Thermal riding skill"": ""intermediate"",
    ""Bone digestion"": ""65"",
    ""Feather maintenance"": ""average""
}",Vulture
VultureD4Q5,"An instance of Owl Examination needs to be created, dealing with the type of owl examination. The sharpness of the beak was just, um, five. However, the scavenging efficiency was much more, let's say something like sixty. The altitude of the flight is low, and the severity of the examination is one. The wing span of the owl is one hundred and fifty and the bone digestion is sixty-five. The thermal riding skill of the owl is intermediate and the feather maintenance was, um, average.","{
    ""ruleInstanceName"": ""owl examination"",
    ""severity"": ""1"",
    ""Scavenging efficiency"": ""60"",
    ""Flight altitude"": ""low"",
    ""Beak sharpness"": ""5"",
    ""Vision acuity"": ""null"",
    ""Wing span"": ""150"",
    ""Thermal riding skill"": ""intermediate"",
    ""Bone digestion"": ""65"",
    ""Feather maintenance"": ""average""
}",Vulture
VultureD5Q1,"We need to set up an instance of Vulture Audit dealing with the severity of five. The scavenging efficiency of this bird is, um, ninety-five. However, the beak sharpness is even more, let's say something like nine. The bird flies at very high altitude and its vision acuity is excellent. The wingspan is three hundred, however, there's no data on its thermal riding skill. The bone digestion is ninety-nine, but the feather maintenance is poor.","{
    ""ruleInstanceName"": ""vulture audit"",
    ""severity"": ""5"",
    ""Scavenging efficiency"": ""95"",
    ""Flight altitude"": ""very high"",
    ""Beak sharpness"": ""9"",
    ""Vision acuity"": ""excellent"",
    ""Wing span"": ""300"",
    ""Thermal riding skill"": ""null"",
    ""Bone digestion"": ""99"",
    ""Feather maintenance"": ""poor""
}",Vulture
VultureD5Q2,"We need to create an instance of Vulture Audit. This instance concerns a vulture with a scavenging efficiency as high as, well, ninety-five. The creature's flight altitude is very high, and the sharpness of its beak is nine. On top of it, the vision acuity of our vulture is excellent. With a wing span of a whopping three hundred, its thermal riding skill is yet to be determined. The bone digestion of this bird is just shy of a hundred, at ninety-nine. However, its feather maintenance is, unfortunately, poor. The severity of this audit is five.","{
    ""ruleInstanceName"": ""vulture audit"",
    ""severity"": ""5"",
    ""Scavenging efficiency"": ""95"",
    ""Flight altitude"": ""very high"",
    ""Beak sharpness"": ""9"",
    ""Vision acuity"": ""excellent"",
    ""Wing span"": ""300"",
    ""Thermal riding skill"": ""null"",
    ""Bone digestion"": ""99"",
    ""Feather maintenance"": ""poor""
}",Vulture
VultureD5Q3,"An instance of Vulture Audit needs to be created, dealing with the severity level of five. The vulture's scavenging efficiency is really high, almost like ninety-five percent. It flies at a very high altitude with a beak sharpness of nine. Its vision acuity is excellent, and the wing span is something like three hundred. However, the thermal riding skill isn't mentioned. The bone digestion of the vulture is almost perfect, like ninety-nine percent. But the feather maintenance is poor.","{
    ""ruleInstanceName"": ""vulture audit"",
    ""severity"": ""5"",
    ""Scavenging efficiency"": ""95"",
    ""Flight altitude"": ""very high"",
    ""Beak sharpness"": ""9"",
    ""Vision acuity"": ""excellent"",
    ""Wing span"": ""300"",
    ""Thermal riding skill"": ""null"",
    ""Bone digestion"": ""99"",
    ""Feather maintenance"": ""poor""
}",Vulture
VultureD5Q4,"An instance of Vulture Audit needs to be established, concerning the ruleInstanceName Vulture Audit. The severity of the audit was a solid five. Yet, the scavenging efficiency was way higher, let's say around ninety-five. The flight altitude of the vulture is very high, and the beak sharpness is a staggering nine. The vision acuity of the vulture is excellent, and it has a massive wing span of three hundred. On the other hand, the thermal riding skill is not mentioned, but the bone digestion is near perfect, a whopping ninety-nine. However, the feather maintenance of the vulture is poor.","{
    ""ruleInstanceName"": ""vulture audit"",
    ""severity"": ""5"",
    ""Scavenging efficiency"": ""95"",
    ""Flight altitude"": ""very high"",
    ""Beak sharpness"": ""9"",
    ""Vision acuity"": ""excellent"",
    ""Wing span"": ""300"",
    ""Thermal riding skill"": ""null"",
    ""Bone digestion"": ""99"",
    ""Feather maintenance"": ""poor""
}",Vulture
VultureD5Q5,"An instance of Vulture Audit needs to be created, dealing with the severity factor of five. The scavenging efficiency recorded was high, nearly ninety-five. However, the flight altitude was much higher, let's say something like very high. The beak sharpness was a strong nine and the vision acuity was excellent. The wing span of the bird was a massive three hundred, but the thermal riding skill was not recorded. The bone digestion was almost perfect, a whopping ninety-nine, yet the feather maintenance was poor.","{
    ""ruleInstanceName"": ""vulture audit"",
    ""severity"": ""5"",
    ""Scavenging efficiency"": ""95"",
    ""Flight altitude"": ""very high"",
    ""Beak sharpness"": ""9"",
    ""Vision acuity"": ""excellent"",
    ""Wing span"": ""300"",
    ""Thermal riding skill"": ""null"",
    ""Bone digestion"": ""99"",
    ""Feather maintenance"": ""poor""
}",Vulture
RoosterD1Q1,"An instance of Rooster Profile - Rooster 1 needs to be created, tackling the rule instance name of Rooster 1. The severity of the rooster's behavior was, well, five. However, the crowing volume was much louder, let's say something like ninety five. The shine of its feathers is glossy, and the pecking order role is dominant. The aggressiveness of the rooster is eight. The egg fertilization rate is, um, not mentioned. The rooster's daybreak sensing ability is excellent, and its territorial calls are frequent.","{
    ""ruleInstanceName"": ""rooster 1"",
    ""severity"": ""5"",
    ""Crowing volume"": ""95"",
    ""Feather shine"": ""glossy"",
    ""Pecking order role"": ""dominant"",
    ""Aggressiveness"": ""8"",
    ""Egg fertilization rate"": ""null"",
    ""Daybreak sensing"": ""excellent"",
    ""Territorial calls"": ""frequent""
}",Rooster
RoosterD1Q2,"An instance of Rooster Evaluation - Rooster 1 needs to be created, dealing with the rooster named Rooster 1. The crowing volume of this rooster is, um, ninety-five. However, the aggressiveness is much higher, let's say something like eight. The feather shine is glossy, and the pecking order role is dominant. The severity of the event is five.","{
    ""ruleInstanceName"": ""rooster 1"",
    ""severity"": ""5"",
    ""Crowing volume"": ""95"",
    ""Feather shine"": ""glossy"",
    ""Pecking order role"": ""dominant"",
    ""Aggressiveness"": ""8"",
    ""Egg fertilization rate"": ""null"",
    ""Daybreak sensing"": ""excellent"",
    ""Territorial calls"": ""frequent""
}",Rooster
RoosterD1Q3,"An instance of Rooster Behavior Analysis - Rooster 1 needs to be created, dealing with the feather shine glossy. The crowing volume of the rooster was, well, ninety-five. However, the aggressiveness was much more severe, let's say something like eight. The territorial calls of the rooster are frequent, and the severity of the behavior is five.","{
    ""ruleInstanceName"": ""rooster 1"",
    ""severity"": ""5"",
    ""Crowing volume"": ""95"",
    ""Feather shine"": ""glossy"",
    ""Pecking order role"": ""dominant"",
    ""Aggressiveness"": ""8"",
    ""Egg fertilization rate"": ""null"",
    ""Daybreak sensing"": ""excellent"",
    ""Territorial calls"": ""frequent""
}",Rooster
RoosterD1Q4,"An instance of Rooster Analysis - Rooster 1 needs to be created, dealing with the profile of a rooster named Rooster 1. The crowing volume of this rooster was just, um, ninety-five. However, the aggressiveness was even higher, let's say something like eight. The feather shine is glossy, and the pecking order role of the rooster is dominant. The severity of its traits is five.","{
    ""ruleInstanceName"": ""rooster 1"",
    ""severity"": ""5"",
    ""Crowing volume"": ""95"",
    ""Feather shine"": ""glossy"",
    ""Pecking order role"": ""dominant"",
    ""Aggressiveness"": ""8"",
    ""Egg fertilization rate"": ""null"",
    ""Daybreak sensing"": ""excellent"",
    ""Territorial calls"": ""frequent""
}",Rooster
RoosterD1Q5,"An instance of Rooster Profiling - Rooster 1 needs to be created, dealing with the crowing volume of, um, ninety five. However, the feather shine was much more glossy, let's say something like glossy. The pecking order role of the rooster is dominant, and the severity of the event is five. The aggressiveness of the rooster is, um, eight and the daybreak sensing is excellent. However, the territorial calls are quite frequent.","{
    ""ruleInstanceName"": ""rooster 1"",
    ""severity"": ""5"",
    ""Crowing volume"": ""95"",
    ""Feather shine"": ""glossy"",
    ""Pecking order role"": ""dominant"",
    ""Aggressiveness"": ""8"",
    ""Egg fertilization rate"": ""null"",
    ""Daybreak sensing"": ""excellent"",
    ""Territorial calls"": ""frequent""
}",Rooster
RoosterD2Q1,"An instance of Farm Overview - Rooster 2 needs to be created, dealing with the type of rooster named Rooster 2. The crowing volume of the rooster is quite high, um, seventy five. However, the rooster's aggressiveness was much more intense, let's say something like five. The pecking order role of the rooster is subordinate, and the severity of the rooster's behavior is four.","{
    ""ruleInstanceName"": ""rooster 2"",
    ""severity"": ""4"",
    ""Crowing volume"": ""75"",
    ""Feather shine"": ""null"",
    ""Pecking order role"": ""subordinate"",
    ""Aggressiveness"": ""5"",
    ""Egg fertilization rate"": ""80"",
    ""Daybreak sensing"": ""good"",
    ""Territorial calls"": ""occasional""
}",Rooster
RoosterD2Q2,"We need to create a profile for Rooster 2, who is not the loudest on the farm with a crowing volume of seventy-five. Although it has a severity level of four, it's not the most aggressive bird around with an aggressiveness score of just five. As for its place in the pecking order, it's a subordinate. Don't expect the brightest feathers from this one, but its egg fertilization rate is quite high at eighty. Its territorial calls? Occasional. And its daybreak sensing ability is good.","{
    ""ruleInstanceName"": ""rooster 2"",
    ""severity"": ""4"",
    ""Crowing volume"": ""75"",
    ""Feather shine"": ""null"",
    ""Pecking order role"": ""subordinate"",
    ""Aggressiveness"": ""5"",
    ""Egg fertilization rate"": ""80"",
    ""Daybreak sensing"": ""good"",
    ""Territorial calls"": ""occasional""
}",Rooster
RoosterD2Q3,"An instance of ruleInstanceName - Rooster 2 needs to be created, dealing with the rooster's crowing volume which is, um, seventy-five. However, the feather shine is much more severe, let's say something like four. The rooster's role in the pecking order is subordinate, and the severity of his aggressiveness is five. The egg fertilization rate comes in at eighty, daybreak sensing is good, and territorial calls are only occasional.","{
    ""ruleInstanceName"": ""rooster 2"",
    ""severity"": ""4"",
    ""Crowing volume"": ""75"",
    ""Feather shine"": ""null"",
    ""Pecking order role"": ""subordinate"",
    ""Aggressiveness"": ""5"",
    ""Egg fertilization rate"": ""80"",
    ""Daybreak sensing"": ""good"",
    ""Territorial calls"": ""occasional""
}",Rooster
RoosterD2Q4,"An instance of Rooster Observation - Rooster 2 needs to be created, dealing with the type of rooster named Rooster 2. The loudness of the crowing was just, um, seventy five. However, the aggressiveness was much more severe, let's say something like five. The role in the pecking order is subordinate, and the severity of the event is four.","{
    ""ruleInstanceName"": ""rooster 2"",
    ""severity"": ""4"",
    ""Crowing volume"": ""75"",
    ""Feather shine"": ""null"",
    ""Pecking order role"": ""subordinate"",
    ""Aggressiveness"": ""5"",
    ""Egg fertilization rate"": ""80"",
    ""Daybreak sensing"": ""good"",
    ""Territorial calls"": ""occasional""
}",Rooster
RoosterD2Q5,"An instance of Rooster Behavior - Rooster 2 needs to be created, dealing with the type of rooster named Rooster 2. The crowing volume of the rooster is, um, seventy-five. However, the aggressiveness was much more severe, let's say something like five. The role in the pecking order is subordinate, and the severity of the behavior is four. The egg fertilization rate is quite impressive, about eighty. The rooster's ability to sense daybreak is good and the territorial calls are, well, occasional.","{
    ""ruleInstanceName"": ""rooster 2"",
    ""severity"": ""4"",
    ""Crowing volume"": ""75"",
    ""Feather shine"": ""null"",
    ""Pecking order role"": ""subordinate"",
    ""Aggressiveness"": ""5"",
    ""Egg fertilization rate"": ""80"",
    ""Daybreak sensing"": ""good"",
    ""Territorial calls"": ""occasional""
}",Rooster
RoosterD3Q1,"We need to get a profile on this Rooster 3, let's see. It's got a crowing volume of about, um, eighty-five. Shine of the feathers, you ask? More on the matte side. Now, as far as the pecking order goes, this one's more of a neutral player. Egg fertilization rate? High, around ninety percent. But you know what's interesting? The territorial calls are pretty rare from this one. Daybreak sensing is just, well, average. Oh, and by the way, the severity rating for this fella is three.","{
    ""ruleInstanceName"": ""rooster 3"",
    ""severity"": ""3"",
    ""Crowing volume"": ""85"",
    ""Feather shine"": ""matte"",
    ""Pecking order role"": ""neutral"",
    ""Aggressiveness"": ""null"",
    ""Egg fertilization rate"": ""90"",
    ""Daybreak sensing"": ""average"",
    ""Territorial calls"": ""rare""
}",Rooster
RoosterD3Q2,"We need to create an instance of Rooster Overview - Rooster 3. We're dealing with a rooster named Rooster 3. The crowing volume of this rooster is a whopping eighty-five. Despite this, its feather shine can be described as matte. Its role in the pecking order is, well, quite neutral. As for aggressiveness, the information is not available. However, the egg fertilization rate is impressive, standing at ninety. The rooster's ability to sense daybreak is just average. Lastly, it only occasionally makes territorial calls, let's say it's rare. The severity of this scenario is three.","{
    ""ruleInstanceName"": ""rooster 3"",
    ""severity"": ""3"",
    ""Crowing volume"": ""85"",
    ""Feather shine"": ""matte"",
    ""Pecking order role"": ""neutral"",
    ""Aggressiveness"": ""null"",
    ""Egg fertilization rate"": ""90"",
    ""Daybreak sensing"": ""average"",
    ""Territorial calls"": ""rare""
}",Rooster
RoosterD3Q3,"We need to create a new instance for Rooster Overview - Rooster 3. This rooster is quite the character, with a crowing volume that reaches, oh, about eighty-five. His feather shine is more on the matte side. When it comes to the pecking order, he's a neutral kind of guy. His egg fertilization rate is quite impressive, hitting around ninety. However, when it comes to sensing the break of day, he's just average. And, you know what's interesting? His territorial calls are pretty rare. Oh, and just so you know, we've rated his severity as three.","{
    ""ruleInstanceName"": ""rooster 3"",
    ""severity"": ""3"",
    ""Crowing volume"": ""85"",
    ""Feather shine"": ""matte"",
    ""Pecking order role"": ""neutral"",
    ""Aggressiveness"": ""null"",
    ""Egg fertilization rate"": ""90"",
    ""Daybreak sensing"": ""average"",
    ""Territorial calls"": ""rare""
}",Rooster
RoosterD3Q4,"An instance of Animal Overview - Rooster 3 needs to be created, dealing with the type of animal a rooster. The volume of crowing from the rooster was, um, eighty-five. However, the rate of egg fertilization was much higher, let's say something like ninety. The shine of the feathers is matte, and the role in the pecking order is neutral. The severity of the rooster's behavior is three.","{
    ""ruleInstanceName"": ""rooster 3"",
    ""severity"": ""3"",
    ""Crowing volume"": ""85"",
    ""Feather shine"": ""matte"",
    ""Pecking order role"": ""neutral"",
    ""Aggressiveness"": ""null"",
    ""Egg fertilization rate"": ""90"",
    ""Daybreak sensing"": ""average"",
    ""Territorial calls"": ""rare""
}",Rooster
