id,free_text,expected_response,rule_types_names
HedgehogD3Q1,"An instance of Animal Survival Index - Desert Survival Index needs to be created, dealing with the survival characteristics of an animal in a desert. The spine density of the creature is quite high, let's say around ninety. Its rolling speed is not very high, just about six. The creature's diet adaptability is not specified. The burrowing skill of the creature is fairly good, around seventy. The creature does have hibernation habits, that's a yes. The severity of the survival situation is eight.","{'ruleInstanceName': 'Desert Survival Index', 'severity': 8, 'Spine density': 90, 'Rolling speed': 6, 'Diet adaptability': '', 'Burrowing skill': 70, 'Hibernation habits': 'Yes'}",Hedgehog
HedgehogD3Q2,"We need to create a Desert Survival Index, which is a measure of how well a creature can survive in desert conditions. The severity of the conditions is pretty high, about an eight. This creature has a high spine density, about ninety, and a decent rolling speed of six. However, the diet adaptability is unspecified. The creature has a good burrowing skill, somewhere around seventy, and yes, it does have hibernation habits.","{'ruleInstanceName': 'Desert Survival Index', 'severity': 8, 'Spine density': 90, 'Rolling speed': 6, 'Diet adaptability': '', 'Burrowing skill': 70, 'Hibernation habits': 'Yes'}",Hedgehog
HedgehogD3Q3,"We need to establish an instance of Desert Survival Index, focusing on a species with an impressive spine density of ninety. The creature rolls at a speed of six, but it doesn't have any particular diet adaptability. However, it possesses a burrowing skill of seventy, which is quite notable. Also, it has a habit of hibernation, responding with a 'Yes' when asked about such habits. The severity of survival in its habitat is eight.","{'ruleInstanceName': 'Desert Survival Index', 'severity': 8, 'Spine density': 90, 'Rolling speed': 6, 'Diet adaptability': '', 'Burrowing skill': 70, 'Hibernation habits': 'Yes'}",Hedgehog
HedgehogD3Q4,"Let's create an instance of Survival Index - Desert Survival Index. The animal under observation has a high spine density, about ninety. Its rolling speed isn't bad either, with a score of six. The animal's diet adaptability hasn't been recorded yet, but it has a respectable burrowing skill of around seventy. Does it hibernate, you ask? The answer is Yes. The severity or risk factor of surviving in the desert for this creature is eight.","{'ruleInstanceName': 'Desert Survival Index', 'severity': 8, 'Spine density': 90, 'Rolling speed': 6, 'Diet adaptability': '', 'Burrowing skill': 70, 'Hibernation habits': 'Yes'}",Hedgehog
HedgehogD3Q5,"A new instance of Desert Survival Index needs to be established, focusing on the survival skills of an organism. The organism possesses a spine density of ninety and a rolling speed of six. However, the diet adaptability is not known yet. The burrowing skill of the organism is seventy and it has the hibernation habit of 'Yes'. The severity level of this survival index is eight.","{'ruleInstanceName': 'Desert Survival Index', 'severity': 8, 'Spine density': 90, 'Rolling speed': 6, 'Diet adaptability': '', 'Burrowing skill': 70, 'Hibernation habits': 'Yes'}",Hedgehog
HedgehogD4Q1,"An instance of Aquatic Adaptation Assessment needs to be created, dealing with the type of diet being herbivorous. The rolling speed of the entity is, let's say, three. However, the burrowing skill is much more proficient, something like fifty. The entity does not have any hibernation habits, and the severity of the adaptation is four.","{'ruleInstanceName': 'Aquatic Adaptation Assessment', 'severity': 4, 'Spine density': '', 'Rolling speed': 3, 'Diet adaptability': 'herbivorous', 'Burrowing skill': 50, 'Hibernation habits': 'No'}",Hedgehog
HedgehogD4Q2,"An instance of Aquatic Adaptation Assessment needs to be established, focusing on the adaptability of the diet to herbivorous tendencies. The rolling speed of the species is around three. However, the burrowing skill is significantly higher, let's say something like fifty. The spine density is not clearly defined, and the creature does not have hibernation habits. The severity of the assessment is four.","{'ruleInstanceName': 'Aquatic Adaptation Assessment', 'severity': 4, 'Spine density': '', 'Rolling speed': 3, 'Diet adaptability': 'herbivorous', 'Burrowing skill': 50, 'Hibernation habits': 'No'}",Hedgehog
HedgehogD4Q3,"An instance of Aquatic Adaptation Assessment needs to be created, dealing with the type of diet adaptation herbivorous. There is no spine density, but the rolling speed is three. The burrowing skill is quite impressive, let's say something like fifty. The hibernation habits are not existent, meaning the answer is No. And the severity of the event is four.","{'ruleInstanceName': 'Aquatic Adaptation Assessment', 'severity': 4, 'Spine density': '', 'Rolling speed': 3, 'Diet adaptability': 'herbivorous', 'Burrowing skill': 50, 'Hibernation habits': 'No'}",Hedgehog
HedgehogD4Q4,"An instance of Aquatic Adaptation Assessment needs to be created, dealing with the specific creature's adaptation abilities. The creature's rolling speed is, let's say, three. Its diet adaptability leans more towards herbivorous. The burrowing skill of the creature is quite impressive, around fifty. However, the creature does not have hibernation habits and the spine density is unknown. The severity of the assessment is four.","{'ruleInstanceName': 'Aquatic Adaptation Assessment', 'severity': 4, 'Spine density': '', 'Rolling speed': 3, 'Diet adaptability': 'herbivorous', 'Burrowing skill': 50, 'Hibernation habits': 'No'}",Hedgehog
HedgehogD4Q5,"An instance of Aquatic Adaptation Assessment needs to be created, dealing with the adaptability of an organism. The organism's diet is strictly plant-based, indicating it's herbivorous. The ability to burrow is quite impressive, with a score of fifty. Although the organism doesn't have any spine density, it has a rolling speed of three. The severity of the assessment is four. The organism does not hibernate, as its hibernation habits indicate a simple 'No'.","{'ruleInstanceName': 'Aquatic Adaptation Assessment', 'severity': 4, 'Spine density': '', 'Rolling speed': 3, 'Diet adaptability': 'herbivorous', 'Burrowing skill': 50, 'Hibernation habits': 'No'}",Hedgehog
HedgehogD5Q1,"A gauge called Arboreal Life Gauge needs to be created, focusing on the lifestyle of arboreal creatures. The creature is characterized by having a spine density of, well, thirty. It also rolls at a speed of five. The creature's diet adaptability is omnivorous. Although there is no information about its burrowing skill, it is known that the creature has the habit of hibernation. Yes, it does hibernate. The severity degree of this creature's lifestyle is seven.","{'ruleInstanceName': 'Arboreal Life Gauge', 'severity': 7, 'Spine density': 30, 'Rolling speed': 5, 'Diet adaptability': 'omnivorous', 'Burrowing skill': '', 'Hibernation habits': 'Yes'}",Hedgehog
HedgehogD5Q2,"An instance of Arboreal Life Gauge needs to be created, assessing the living conditions of arboreal creatures. The gauge measures several factors, starting with the severity level of conditions, which is, um, seven. The spine density of the creatures is also accounted for, and it stands at thirty. The rolling speed of the creatures is another factor, and it has a value of five. The creatures' diet adaptability is also considered, and they are, well, omnivorous. Although burrowing skill is a factor, we do not have a value for it at the moment. Lastly, the creatures' hibernation habits are also factored in, and the answer is, uh, yes.","{'ruleInstanceName': 'Arboreal Life Gauge', 'severity': 7, 'Spine density': 30, 'Rolling speed': 5, 'Diet adaptability': 'omnivorous', 'Burrowing skill': '', 'Hibernation habits': 'Yes'}",Hedgehog
HedgehogD5Q3,"A need to create an instance of Arboreal Life Gauge, examining an animal's arboreal adaptations. The animal's spine density is thirty, and it can roll at a speed of five. The animal is omnivorous according to the diet adaptability, and the absence of burrowing skill is noted. However, the animal does exhibit hibernation habits with a ""Yes"". The severity of the adaptation analysis is seven.","{'ruleInstanceName': 'Arboreal Life Gauge', 'severity': 7, 'Spine density': 30, 'Rolling speed': 5, 'Diet adaptability': 'omnivorous', 'Burrowing skill': '', 'Hibernation habits': 'Yes'}",Hedgehog
HedgehogD5Q4,"A rule instance of Arboreal Life Gauge needs to be crafted, dealing with the factor of arboreal life. The spine density of the species is just, um, thirty. However, the rolling speed is considerably lower, let's say something like five. The creature's diet adaptability shows it to be omnivorous, and the burrowing skill is not determined. The hibernation habits of the creature indicate a 'Yes', and the severity of the instance is seven.","{'ruleInstanceName': 'Arboreal Life Gauge', 'severity': 7, 'Spine density': 30, 'Rolling speed': 5, 'Diet adaptability': 'omnivorous', 'Burrowing skill': '', 'Hibernation habits': 'Yes'}",Hedgehog
HedgehogD5Q5,"An instance of Arboreal Life Gauge needs to be created, dealing with the spine density of thirty. The rolling speed is rather slow, let's say something like five. The creature has shown an adaptability in diet, being omnivorous. However, there is no record of its burrowing skill. Its hibernation habits are known, and it does hibernate - the answer to that is a Yes. The severity of the life gauge is seven.","{'ruleInstanceName': 'Arboreal Life Gauge', 'severity': 7, 'Spine density': 30, 'Rolling speed': 5, 'Diet adaptability': 'omnivorous', 'Burrowing skill': '', 'Hibernation habits': 'Yes'}",Hedgehog
x4X4_Off_Road_CarD1Q1,"An instance of Vehicle Health Check needs to be created, dealing with the ruleInstanceName Vehicle Health Check. The severity of the checkup was just, um, one. However, the Tire system was found to be Normal, and the Engine system functionality, let's say something like Optimal. The Off-road system status is deactivated, and the Alarm system is on. The setting of the Shock absorber system is sport.","{'ruleInstanceName': 'Vehicle Health Check', 'severity': 1, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD1Q2,"We need to set an instance of Vehicle Health Check. The severity of this check-up is one. The condition of the tire system is normal and the engine system is functioning optimally. The off-road system has been deactivated, while the alarm system is on. The shock absorber system is set to sport mode.","{'ruleInstanceName': 'Vehicle Health Check', 'severity': 1, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD1Q3,"A new instance of Vehicle Health Check needs to be established, concerning the health status of the vehicle. The severity of the health status is at one. The tire system is working normally, and the engine system functionality is optimal. The off-road system is deactivated however, and the alarm system is currently on. The shock absorber system is set to sport mode.","{'ruleInstanceName': 'Vehicle Health Check', 'severity': 1, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD1Q4,"A scenario of Vehicle Health Check needs to be created, dealing with the functionality of different systems in a vehicle. The condition of the Tire system is Normal, and the functionality of the Engine system is Optimal. However, the Off-road system is deactivated, which could be a concern. The Alarm system is turned on, which is a good sign. The Shock absorber system is set to sport. The severity of this checkup is just one.","{'ruleInstanceName': 'Vehicle Health Check', 'severity': 1, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD1Q5,"A case of Vehicle Health Check needs to be initiated, addressing the functionality of the Engine system which is currently Optimal. The state of the Tire system is just, um, Normal. However, the Off-road system is much more rigid, let's say it is deactivated. The Alarm system of the vehicle is on, and the severity of the check is one. The Shock absorber system is set to sport.","{'ruleInstanceName': 'Vehicle Health Check', 'severity': 1, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD2Q1,"An instance of Engine Performance Assessment needs to be created, dealing with the type of rule instance named Engine Performance Assessment. The severity level of the assessment was just, um, two. However, the condition of the tire system was much more standard, let's say something like Normal. The engine system functionality was not reported, and the off-road system was activated. The alarm system was on, and the shock absorber system was set to standard.","{'ruleInstanceName': 'Engine Performance Assessment', 'severity': 2, 'Tire system': 'Normal', 'Engine system functionality': '', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'standard'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD2Q2,"An instance of Engine Performance Assessment needs to be created, dealing with the Tire system status normal. The Shock absorber system is just, um, standard. However, the Off-road system is much more activated, let's say something like activated. The Alarm system is on, and the severity of the event is two.","{'ruleInstanceName': 'Engine Performance Assessment', 'severity': 2, 'Tire system': 'Normal', 'Engine system functionality': '', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'standard'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD2Q3,"An instance of Engine Performance Assessment needs to be created, dealing with the Tire system which is currently Normal. The severity of the event is two. The Off-road system is activated, and the Alarm system is on. However, there is no description for the Engine system functionality. The Shock absorber system is set at standard.","{'ruleInstanceName': 'Engine Performance Assessment', 'severity': 2, 'Tire system': 'Normal', 'Engine system functionality': '', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'standard'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD2Q4,"A case of Engine Performance Assessment needs to be analyzed, focusing on the severity level which is two. The functionality status of the tire system is normal. However, the engine system functionality is not mentioned. The off-road system is activated and the alarm system is turned on. The shock absorber system is set to standard mode.","{'ruleInstanceName': 'Engine Performance Assessment', 'severity': 2, 'Tire system': 'Normal', 'Engine system functionality': '', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'standard'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD2Q5,"An instance of Engine Performance Assessment needs to be created, dealing with the type of vehicle system Tire system. The functionality of the Engine system is just, um, normal. However, the Off-road system was much more active, let's say something like activated. The Alarm system is turned on, and the severity of the event is two.","{'ruleInstanceName': 'Engine Performance Assessment', 'severity': 2, 'Tire system': 'Normal', 'Engine system functionality': '', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'standard'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD3Q1,"An instance named Off-Road Capability Check needs to be created, dealing with the type of vehicle system checks. The severity of the check was, um, three. The configuration of the tire system was normal and the engine system functionality was optimal. The off-road system was activated, however the alarm system was not specified. The shock absorber system was set to comfort.","{'ruleInstanceName': 'Off-Road Capability Check', 'severity': 3, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': '', 'Shock absorber system': 'comfort'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD3Q2,"An instance of Vehicle Performance - Off-Road Capability Check needs to be carried out, checking the performance of the vehicle in off-road conditions. The tire system is currently set to normal, while the engine system is functioning optimally. The off-road system is activated for this check. The severity of this check is three. The alarm system is not specified, however, the shock absorber system is set to comfort.","{'ruleInstanceName': 'Off-Road Capability Check', 'severity': 3, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': '', 'Shock absorber system': 'comfort'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD3Q3,"An instance of Off-Road Capability Check needs to be created, evaluating the condition of the vehicle for off-road capabilities. The functionality of the tire system was, um, normal. The engine system was also in optimal condition. The off-road system was activated for this check. There was no information about the alarm system, but the shock absorber system was set to, let's say, comfort. The severity of the event is three.","{'ruleInstanceName': 'Off-Road Capability Check', 'severity': 3, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': '', 'Shock absorber system': 'comfort'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD3Q4,"An instance of Off-Road Capability Check needs to be created, dealing with the tire system which is normal. The functionality of the engine system is, um, optimal. However, the off-road system is much more advanced, let's say something like activated. The alarm system is, and the shock absorber system is set to comfort. The severity of the event is three.","{'ruleInstanceName': 'Off-Road Capability Check', 'severity': 3, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': '', 'Shock absorber system': 'comfort'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD3Q5,"An instance of Off-Road Capability Check needs to be implemented, focusing on the vehicle's off-road performance. The tire system is normal and the engine system functionality is optimal. The off-road system is activated, which is excellent news. However, the alarm system is off. The shock absorber system is adjusted to comfort. The severity of any issues with the vehicle is three.","{'ruleInstanceName': 'Off-Road Capability Check', 'severity': 3, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': '', 'Shock absorber system': 'comfort'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD4Q1,"A Security System Audit instance needs to be created, dealing with the functionality of various systems in a vehicle. The Tire system is functioning normally, while the Engine system functionality is optimal. However, the Off-road system is deactivated, and the Alarm system is off. The severity of this audit is four. The Shock absorber system didn't provide any input, so we will leave it blank for now.","{'ruleInstanceName': 'Security System Audit', 'severity': 4, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'off', 'Shock absorber system': ''}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD4Q2,"An instance of Security System Audit needs to be created, dealing with the security system. The tire system is in normal condition and the engine functionality is optimal. However, the off-road system is deactivated, let's say something like not in use. The alarm system is off, and the severity of the situation is four.","{'ruleInstanceName': 'Security System Audit', 'severity': 4, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'off', 'Shock absorber system': ''}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD4Q3,"We need to develop a rule instance named Security System Audit, with a severity of four. In this scenario, the tire system is normal and the engine system functionality is classified as optimal. The off-road system, however, is deactivated. The alarm system is also switched off. The shock absorber system does not have any specific setting.","{'ruleInstanceName': 'Security System Audit', 'severity': 4, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'off', 'Shock absorber system': ''}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD4Q4,We need to set up a rule instance named Security System Audit with a severity level of four. The tire system is functioning normally and the engine system is optimal. The off-road system is currently deactivated and the alarm system is off. The shock absorber system hasn't been specified yet.,"{'ruleInstanceName': 'Security System Audit', 'severity': 4, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'off', 'Shock absorber system': ''}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD4Q5,"An instance of Security System Audit needs to be created, dealing with an audit of security systems. The tire system is at a normal state, and the engine system functionality is at its optimal. However, the off-road system is deactivated, let's say it's in a dormant state. The alarm system is off, and the shock absorber system has no specific settings. The severity of the event is four.","{'ruleInstanceName': 'Security System Audit', 'severity': 4, 'Tire system': 'Normal', 'Engine system functionality': 'Optimal', 'Off-road system': 'deactivated', 'Alarm system': 'off', 'Shock absorber system': ''}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD5Q1,"A review of Suspension System needs to be conducted, focusing on the ruleInstanceName, Suspension System Review. The severity level of this review is five. While the Tire system is not specified, the Engine system functionality is reported to be optimal. The off-road system is currently activated and the alarm system is turned on. The shock absorber system is set to sport mode.","{'ruleInstanceName': 'Suspension System Review', 'severity': 5, 'Tire system': '', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD5Q2,"We need to create a rule instance named Suspension System Review, dealing with a severity level of five. The system check includes various aspects. The functionality of the engine system is optimal. The off-road system is activated, which is a crucial detail. The alarm system is on, providing added security. The shock absorber system is set to sport, enhancing the vehicle's performance. The tire system review hasn't been specified.","{'ruleInstanceName': 'Suspension System Review', 'severity': 5, 'Tire system': '', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD5Q3,"A review of the Suspension System needs to be conducted, specifically focusing on the shock absorber system which is currently set to sport mode. The severity of this review is five. While the tire system is not specified, the engine system functionality is reported to be optimal. Moreover, the off-road system is activated and the alarm system is on.","{'ruleInstanceName': 'Suspension System Review', 'severity': 5, 'Tire system': '', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD5Q4,"A review of Suspension System needs to be carried out, focusing on the rule instance named Suspension System Review. The severity level of the review is five. Although the Tire system is not specified, the functionality of the Engine system is optimal. Interestingly, the Off-road system is activated, and the Alarm system is turned on. Lastly, the Shock absorber system is set to sport mode.","{'ruleInstanceName': 'Suspension System Review', 'severity': 5, 'Tire system': '', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
x4X4_Off_Road_CarD5Q5,"A review of Suspension System needs to be conducted, focused specifically on the system's shock absorbers which are currently set to sport mode. The severity of this review is, well, pretty high, around level five. The functionality of the engine system is optimal, and we must remember the off-road system is activated and the alarm system is on. We don't have any specific information about the tire system at this moment.","{'ruleInstanceName': 'Suspension System Review', 'severity': 5, 'Tire system': '', 'Engine system functionality': 'Optimal', 'Off-road system': 'activated', 'Alarm system': 'on', 'Shock absorber system': 'sport'}",x4X4_Off_Road_Car
HuskyD1Q1,"A rule instance named Arctic Expedition needs to be generated, centered around a severity level of five. The cold resistance level was somewhat high, around eight, and the pulling strength was slightly less than that, let's say six. The fur patterns were noted to be solid. The barking volume was low, around a three, and the pack behavior demonstrated was that of a leader.","{'ruleInstanceName': 'Arctic Expedition', 'severity': 5, 'Cold resistance': 8, 'Pulling strength': 6, 'Fur patterns': 'Solid', 'Barking volume': 3, 'Pack behavior': 'Leader'}",Husky
HuskyD1Q2,"An instance of Arctic Expedition needs to be created, dealing with the severity of level five. The cold resistance of the expedition crew is, well, eight. However, their pulling strength is a bit lower, let's say something like six. The fur patterns of the sled dogs are solid, and their barking volume is three. The pack behavior of the sled dogs is leader.","{'ruleInstanceName': 'Arctic Expedition', 'severity': 5, 'Cold resistance': 8, 'Pulling strength': 6, 'Fur patterns': 'Solid', 'Barking volume': 3, 'Pack behavior': 'Leader'}",Husky
HuskyD1Q3,An instance of Arctic Expedition needs to be created. The severity level of the expedition is five. The resistance to cold temperatures for the team is eight. The pulling strength of the sled dogs is six. The fur patterns of the sled dogs are solid. The volume of their barking is three. The pack behavior is led by a leader.,"{'ruleInstanceName': 'Arctic Expedition', 'severity': 5, 'Cold resistance': 8, 'Pulling strength': 6, 'Fur patterns': 'Solid', 'Barking volume': 3, 'Pack behavior': 'Leader'}",Husky
HuskyD1Q4,"An instance of Arctic Expedition needs to be recorded, focusing on the survival in extreme cold. The severity of the conditions was, let's say, five. The resistance to cold was quite high, something like eight. However, the pulling strength of the sled dogs was slightly lower, around six. The huskies had solid fur patterns and their barking volume was, um, three. Surprisingly, the pack behavior demonstrated was that of a leader.","{'ruleInstanceName': 'Arctic Expedition', 'severity': 5, 'Cold resistance': 8, 'Pulling strength': 6, 'Fur patterns': 'Solid', 'Barking volume': 3, 'Pack behavior': 'Leader'}",Husky
HuskyD1Q5,"We need to document an instance of Arctic Expedition, which deals with the expedition's rule. The severity of the expedition conditions is, um, five. The cold resistance of the team is pretty strong, let's say something like eight. The pulling strength of the sled dogs is six. The dogs have solid fur patterns. The barking volume of the dogs, well, it's three. And for pack behavior, our lead dog is, um, a leader.","{'ruleInstanceName': 'Arctic Expedition', 'severity': 5, 'Cold resistance': 8, 'Pulling strength': 6, 'Fur patterns': 'Solid', 'Barking volume': 3, 'Pack behavior': 'Leader'}",Husky
HuskyD2Q1,"An instance of Survival Overview - Desert Survival needs to be created, dealing with the survival in hot desert conditions. The pulling strength of the creature for survival is, let's say, seven. However, the cold resistance is not applicable in this case. The fur pattern of the creature is spotted and the barking volume is a mere two. The creature displays the pack behavior of a lone wolf, and the severity of the survival conditions is four.","{'ruleInstanceName': 'Desert Survival', 'severity': 4, 'Cold resistance': '', 'Pulling strength': 7, 'Fur patterns': 'Spotted', 'Barking volume': 2, 'Pack behavior': 'Lone wolf'}",Husky
